idx,DI,C1_enriched,AU_CO_enriched,found
1840,10.1145/3786228.3786241,"[DennyP, University of Auckland] [RiegelK, University of Auckland] [Luxton-ReillyA, University of Auckland] [LeinonenJ, Aalto University] [PratherJ, Abilene Christian University] [MacNeilS, Temple University]",NZ;FI;US,True
1841,10.1145/3786228.3786243,"[QiuV, University of Auckland] [ParkerL, University of Auckland] [RiegelK, University of Auckland] [GiacamanN, University of Auckland] [DennyP, University of Auckland] [MacNeilS, Temple University] [PratherJ, Abilene Christian University]",NZ;US,True
1842,10.1145/3786228.3786244,"[UgonJ, Deakin University] [PierceC, Monash University] [CainA, Deakin University] [LairdB, Deakin University]",AU,True
1843,10.1145/3786228.3786247,"[HickmanH, UNSW Sydney] [BellT, University of Canterbury]",AU;NZ,True
1844,10.1145/3786228.3786248,"[TubinoL, Deakin University] [ZaidiN, Deakin University]",AU,True
1845,10.1145/3786228.3786249,"[TangK, University of Auckland] [Tong-HoHNH, University of Auckland] [RiegelK, University of Auckland] [DennyP, University of Auckland] [GiacamanN, University of Auckland] [LeinonenJ, Aalto University]",NZ;FI,True
1846,10.1145/3786228.3786255,"[KumarV, Indian Institute of Science Bangalore] [DennyP, University of Auckland] [LeinonenJ, Aalto University] [PratherJ, Abilene Christian University] [MacNeilS, Temple University]",IN;NZ;FI;US,True
1847,10.1145/3788042,"[JacksonC, University of Wisconsin–Madison] [AhmadT, University of Wisconsin–Madison] [RajSD, University of Wisconsin–Madison] [WuN, University of Wisconsin–Madison]",US,True
1848,10.1145/3788910.3789010,"[YiF, Jiangxi University of Traditional Chinese Medicine]",CN,True
1850,10.1145/3789595.3789613,"[DangTT, RMIT Vietnam] [JaniJM, RMIT Vietnam] [LingH, RMIT Vietnam] [TranLD, RMIT Vietnam] [TranQ, RMIT Vietnam] [NguyenQD, RMIT Vietnam] [TranH, RMIT Vietnam] [PhamTC, RMIT Vietnam]",VN,True
1851,10.1145/3789692.3789765,"[AbuovaJ, Interstate Commission for Water Coordination of Central Asia] [JumayevaA, Interstate Commission for Water Coordination of Central Asia]",UZ,True
1852,10.1145/3789859.3789870,"[MauratJIC, University of the Philippines Manila] [LabananRM, University of the Philippines Manila] [IsipEV, University of the Philippines Manila]",PH,True
1853,10.1145/3789859.3789903,"[AnotaipaiboonW, Thammasat University]",TH,True
1854,10.1145/3789859.3789907,"[RenN, University of Hong Kong] [TseAWC, University of Hong Kong]",HK,True
1855,10.1145/3789859.3789934,"[GenathJ, Technische Universität Ilmenau] [FischerD, Technische Universität Ilmenau] [StelzerD, Technische Universität Ilmenau]",DE,True
1857,10.1145/3795546.3795580,"[ZhangX, Jilin University; Changchun University]",CN,True
1858,10.1145/3796315.3796329,"[SyahputriIW, University of Indonesia; Reliable Software Resources (United States)] [BudiardjoEK, University of Indonesia; Reliable Software Resources (United States)] [PutraPOH, University of Indonesia] [AzharS, University of Indonesia; Reliable Software Resources (United States)] [ImandekaE, Universitas Muhammadiyah Tangerang; Institut Teknologi Indonesia]",ID;US,True
1859,10.1145/3796496.3811749,"[WilliamsRM, Purdue University West Lafayette] [ParkC, University of Houston] [WaisomeJAM, University of Florida] [WilliamsDP, University of North Carolina at Charlotte] [RobinsonDT, Purdue University West Lafayette]",US,True
1860,10.1145/3796496.3811755,"[CampbellA, University of Michigan] [SmithADR, The University of Texas at Austin]",US,True
1861,10.1145/3796496.3811756,"[LewisA, University of Washington; Seattle University] [HsuehS, University of Nottingham] [MankoffJ, University of Washington; Seattle University]",US;GB,True
1862,10.1145/3796496.3811769,"[LunnSJ, Florida International University] [RahmanF, Syracuse University] [BillionniereEV, Miami Dade College] [ThapaliyaA, Florida International University]",US,True
1863,10.1145/3796496.3811779,"[HouX, University of Michigan] [KatmanivongE, University of Michigan] [WangX, University of Michigan] [EricsonB, University of Michigan]",US,True
1864,10.1145/3796496.3811783,"[ManchakJ, University of Delaware] [ChandrasekaranA, University of Delaware] [MaurielloML, University of Delaware]",US,True
1865,10.1145/3796496.3811786,"[ZarchR, Analysis Group (United States)] [ClarkT, Analysis Group (United States)] [YADAVA, Michigan State University]",US,True
1866,10.1145/3796496.3811787,"[HermannJ, Ruhr West University of Applied Sciences]",DE,True
1867,10.1145/3796496.3811798,"[MunyakaINS, University of California San Diego] [FloresAM, University of California San Diego] [BoldsM, University of California San Diego]",US,True
1868,10.1145/3796523,"[HoobergsJ, KU Leuven] [SchrijversT, KU Leuven] [HermansF, Vrije Universiteit Amsterdam]",BE;NL,True
1869,10.1145/3796525,"[DasuG, Northwestern University] [O’RourkeE, Northwestern University] [ZhangH, Northwestern University] [WhitelyM, Northwestern University] [WilcoxRG, Northwestern University] [LfR, Northwestern University] [MulatM, Northwestern University] [LiuJL, Northwestern University] [BrewsterN, Northwestern University]",US,True
1870,10.1145/3796527,"[Rasi-HeikkinenP, University of Lapland] [KannasojaS, University of Jyväskylä] [VuojärviH, University of Lapland] [KaartinenH, University of Lapland] [AhtinenA, Tampere University] [SelkäläA, University of Lapland]",FI,True
1871,10.1145/3796705,"[HoltJ, Northumbria University] [NicholsonJ, Northumbria University]",GB,True
1872,10.1145/3797552.3797558,"[ZhangD, Tongji University] [ZhengX, Tongji University] [LuoZ, Tongji University] [GuoY, Tongji University]",CN,True
1873,10.1145/3797552.3797560,"[GuoH, Space Engineering University] [LiR, Space Engineering University] [ZhengH, Space Engineering University] [ZhangL, Space Engineering University] [LiM, Space Engineering University] [ZhaoL, Space Engineering University]",CN,True
1874,10.1145/3797552.3797579,"[YangX, Hainan University; Hainan Agricultural School] [GuoP, Hainan University; Hainan Agricultural School]",CN,True
1876,10.1145/3797552.3797623,"[WangD, Wuhan University of Technology] [YD, Wuhan University of Technology; Wuhan Branch of the National Science Library] [ShaZ, Wuhan University of Technology; Wuhan Branch of the National Science Library]",CN,True
1877,10.1145/3797552.3797632,"[LuoX, Northwest Institute of Mechanical and Electrical Engineering] [LingS, Northwest Institute of Mechanical and Electrical Engineering] [HanF, Northwest Institute of Mechanical and Electrical Engineering]",CN,True
1878,10.1145/3797552.3797633,"[WangZ, Beijing Technology and Business University] [DuJ, Beijing Technology and Business University]",CN,True
1879,10.1145/3797552.3797655,"[YangX, Hainan University; Hainan Agricultural School]",CN,True
1880,10.1145/3797552.3797659,"[XuG, South China Agricultural University] [LiG, South China Agricultural University] [LuY, South China Agricultural University]",CN,True
1881,10.1145/3797552.3797715,"[MenglinW, Shanxi University of Finance and Economics; Shanxi University] [WangL, Shanxi University] [GuoX, Shanxi University of Finance and Economics; Shanxi University]",CN,True
1883,10.1145/3797552.3797773,"[LiZ, Yunnan Normal University] [BaoY, Yunnan Normal University] [LuoX, Yunnan Normal University] [YangB, Yunnan Normal University]",CN,True
1884,10.1145/3797552.3797788,"[SunY, Yunnan Normal University] [DengY, Yunnan Normal University] [YueZ, Yunnan Normal University]",CN,True
1885,10.1145/3797552.3797794,"[ShiY, Hubei University of Chinese Medicine; Hubei University]",CN,True
1886,10.1145/3798278,"[MinA, University of California, Irvine] [DickersonKL, University of California, Irvine; Irvine University] [ParkS, University of California, Irvine; Irvine University] [DotchE, University of California, Irvine; Irvine University] [HanA, Utah State University] [RubinJD, Digital Science (United States)] [LombardE, Digital Science (United States)] [ChenK, Digital Science (United States)] [DivanjiRA, Digital Science (United States)] [OdgersCL, University of California, Irvine] [HayesGC, University of California, Irvine]",US,True
1887,10.1145/3799457.3799566,"[ZhangH, Changchun University of Chinese Medicine] [LiS, Changchun University of Chinese Medicine]",CN,True
1888,10.1145/3799457.3799584,"[LuoC, Guangdong Polytechnic of Science and Technology] [QinJ, Jinan University]",CN,True
1889,10.1145/3799457.3799586,"[GongJ, Yunnan Normal University] [LiZ, Yunnan Normal University] [SunY, Yunnan Normal University]",CN,True
1892,10.1145/3799457.3799629,"[JiangY, Shinawatra University] [LuanS, Wuhan Business University] [NardoMD, Pegaso University]",TH;CN;IT,True
1893,10.1145/3799457.3799651,"[LiuM, Guangzhou University] [LiY, Shanghai Customs College]",CN,True
1894,10.1145/3799457.3799657,[SunH] [LiangY] [FengX] [ZhangX],,True
1895,10.1145/3799457.3799663,"[GaoY, Jinan University] [YangT, Jinan University] [CaoL, Third Affiliated Hospital of Guangzhou Medical University; Guangzhou Medical University] [FangX, Jinan University] [LiM, Jinan University]",CN,True
1896,10.1145/3799457.3799667,"[DuJ, PLA Army Engineering University] [LuX, Beijing Health Vocational College] [SiK, PLA Army Engineering University] [DuL, China Agricultural University]",CN,True
1897,10.1145/3800424.3800453,"[AljedaaniW, Rochester Institute of Technology] [ShaikMA, Institute for Transfusion Medicine] [AljohaniA, Saudi Electronic University]",US;SA,True
1898,10.1145/3800424.3800454,"[AljedaaniW, Rochester Institute of Technology; Saudi Arabian Monetary Authority] [AlsulaymiR] [AlqahtaniG] [FengY, University of North Texas]",US;SA,True
1899,10.1145/3800424.3800457,"[CardiaM, University of Pisa] [AngileriL, University of Pisa] [PoggiantiC, University of Pisa] [LeporiniB, University of Pisa]",IT,True
1900,10.1145/3800569,"[MotschnigR, University of Vienna] [DolezalD, University of Vienna] [ŠvábenskýV, Masaryk University] [PalubováK, Masaryk University] [SilberM, University of Vienna]",AT;CZ,True
1901,10.1145/3800645.3813071,"[LiL, Xi’an Jiaotong-Liverpool University] [DuC, Xi’an Jiaotong-Liverpool University] [SunJ, Xi’an Jiaotong-Liverpool University] [PurwantoE, Xi’an Jiaotong-Liverpool University] [ZhangQ, Xi’an Jiaotong-Liverpool University]",CN,True
1902,10.1145/3800645.3813091,"[RussoNM, Stevens Institute of Technology] [SchmittM, Stevens Institute of Technology] [IyerA, Stevens Institute of Technology] [HongJ, Stevens Institute of Technology]",US,True
1903,10.1145/3800645.3813102,"[ReddigJM, Georgia Institute of Technology] [JrGRS, Georgia Institute of Technology] [SiyahroodSA, Georgia Institute of Technology] [MorrisWG, Vanderbilt University] [BaeY, Georgia State University] [CrutcherK, Georgia Institute of Technology] [KosJ, Georgia Institute of Technology] [DassRK, Georgia Institute of Technology] [KimJ, Georgia State University] [SiddiquiMN, Georgia Institute of Technology] [WeitekampD, Georgia Institute of Technology] [ThajchayapongP, Georgia Institute of Technology] [KakarS, Georgia Institute of Technology] [EndertA, Georgia Institute of Technology] [CROSSLEYS, Vanderbilt University] [KimMJ, Georgia State University] [DedeC, Harvard University] [GoelA, Georgia Institute of Technology] [MacLellanCJ, Georgia Institute of Technology]",US,True
1904,10.1145/3802133.3802149,"[XuX, Soochow University]",CN,True
1905,10.1145/3802133.3802273,"[ChenR, Jimei University] [WangZ, Jimei University] [WangZ, Jimei University] [WangZ, Jimei University]",CN,True
1907,10.1145/3802133.3802305,[GaoH] [GuoY],,True
1910,10.1145/3802607.3802689,"[ZhangJ, Wenzhou Vocational College of Science and Technology] [ZhouN, Wenzhou Vocational College of Science and Technology]",CN,True
1912,10.1145/3802607.3802700,"[ChenJ, Dalian University of Foreign Languages; Dalian University of Technology]",CN,True
1913,10.1145/3802825,"[KimD, Oakland University] [HamdiM, Oakland University]",US,True
1914,10.1145/3803797,"[BonifaziG, Marche Polytechnic University] [BurattiC, Marche Polytechnic University] [MarchettiM, Marche Polytechnic University] [ParlapianoF, University of Modena and Reggio Emilia; Marche Polytechnic University] [TrainiD, Marche Polytechnic University] [UrsinoD, Marche Polytechnic University] [VirgiliL, Marche Polytechnic University]",IT,True
1915,10.1145/3803805,"[XiaoX, Stanford University] [ChengY, University of Macau; City University of Macau]",US;MO,True
1916,10.1145/3803869.3803877,"[PourmohamadiM, The University of Sydney]",AU,True
1917,10.1145/3803869.3803878,"[FanJ, Virginia Tech] [WangW, Virginia Tech] [LeiXH, Tongji University] [ChenY, Georgia Institute of Technology] [LiuS, Guangzhou Experimental Station] [McCrickardDS, Virginia Tech]",US;CN,True
1918,10.1145/3803869.3803884,"[ElmimouniH, University of Manitoba] [BuntA, University of Manitoba] [ReaDJ, University of Manitoba] [DuboisP, University of Manitoba] [YoungJE, University of Manitoba] [LatulipeC, University of Manitoba]",CA,True
1919,10.1145/3803869.3803889,"[HarringtonB, University of Toronto; The Scarborough Hospital] [JoordensS, University of Toronto; The Scarborough Hospital]",CA,True
1920,10.1145/3803869.3803890,"[NohH, University of Oxford] [RuitenburgY, Eindhoven University of Technology] [KleekMV, University of Oxford] [KangY, Yonsei University]",GB;NL;KR,True
1921,10.1145/3806053,"[BadruLO, University of Alabama] [CarverJC, University of Alabama]",US,True
1922,10.1145/3806262.3806363,"[LuJ, Shanghai Technical Institute of Electronics & Information] [XiaoJ, Shanghai Technical Institute of Electronics & Information] [XiaJ, Shanghai Technical Institute of Electronics & Information]",CN,True
1923,10.1145/3806980.3806985,"[ZhuS, Suzhou University of Science and Technology] [LiuZ, Suzhou University of Science and Technology]",CN,True
1924,10.1145/3806980.3806996,"[ZhouJ, Guangxi Normal University]",CN,True
1925,10.1145/3806980.3807012,"[LiS, Tianjin University of Technology] [YangG, Tianjin University of Technology]",CN,True
1926,10.1145/3806980.3807014,"[ZhangX, Heilongjiang Institute of Technology] [ChiS, Heilongjiang Institute of Technology] [QuY, Heilongjiang Institute of Technology] [ChenX, Heilongjiang Institute of Technology]",CN,True
1927,10.1145/3806980.3807015,"[ZhangY, Northwestern Polytechnical University] [ZhangM, Northwestern Polytechnical University] [SunS, Northwestern Polytechnical University] [QuL, Northwestern Polytechnical University]",CN,True
1928,10.1145/3806980.3807016,"[ZhangC, Wuhan Technical College of Communications] [SunL, Wuhan Technical College of Communications]",CN,True
1929,10.1145/3806980.3807017,"[LiB, Zhejiang University of Water Resource and Electric Power] [ChengM, Zhejiang University of Water Resource and Electric Power] [ZhangC, Zhejiang University of Water Resource and Electric Power]",CN,True
1930,10.1145/3806980.3807030,"[GongX, Wuhan Business University; Wuhan Technology and Business University] [WeiH, Wuhan Business University; Wuhan Technology and Business University]",CN,True
1931,10.1145/3806980.3807033,"[YuanX, Anhui University of Technology]",CN,True
1932,10.1145/3806980.3807039,"[WuH, Hohai University] [ZhuY, Hohai University]",CN,True
1933,10.1145/3806980.3807050,"[MaC, Hubei University] [TanR, Hubei University] [YuS, Hubei University]",CN,True
1934,10.1145/3806980.3807090,"[ZhouH, Jinan University] [FengJ, Jinan University] [DengS, Jinan University] [ZengQ, Jinan University]",CN,True
1935,10.1145/3806980.3807111,"[LiuQ, Aba Teachers University] [RenH, Aba Teachers University]",CN,True
1936,10.1145/3806980.3807156,"[WeiY, Guangdong Polytechnic of Science and Technology] [LinW, Guangdong Province Special Equipment Testing and Research Institute Zhuhai Testing Institute; Zhuhai Institute of Advanced Technology]",CN,True
1937,10.1145/3806980.3807159,[ZhouH] [DengG],,True
1938,10.1145/3806980.3807169,"[LiW, Beijing Information Science & Technology University]",CN,True
1939,10.1145/3806980.3807175,"[ZhangQ, Chongqing Three Gorges University] [HuP]",CN,True
1940,10.1145/3806980.3807177,"[YuanX, Anhui University of Technology]",CN,True
1941,10.1145/3806980.3807180,"[WangH, Nanning Normal University] [ZhangG, Nanning Normal University] [LiZ, Nanning Normal University] [YangX, Nanning Normal University]",CN,True
1942,10.1145/3806980.3807355,"[LiuZ, Tianjin Foreign Studies University]",CN,True
1943,10.1145/3809494,"[MohamedA, Queen's University] [AssiM, Université du Québec à Montréal] [GuizaniM, Queen's University]",CA,True
1944,10.1145/3811022,"[KoAJ, University of Washington] [ShapiroRB, University of Washington] [EversonJ, University of Washington] [KivuvaFM, University of Washington]",US,True
1945,10.1145/3811874.3812123,"[GuoD, Hangzhou Dianzi University] [ZhouY, Hangzhou Dianzi University] [XuL, Hangzhou Dianzi University] [WangJ, Hangzhou Dianzi University] [JiaX, Hangzhou Dianzi University]",CN,True
1946,10.1145/3819076,"[StriegnitzK, Union College] [BarrV, Bard College] [TartaroA, Furman University] [MaxwellB, Northeastern University] [LiY, Colby College] [TaylorSR, Colby College] [WebbN, Union College]",US,True
1947,10.1109/CSEET58097.2023.00031,"[Berrezueta-GuzmánJ, Technical University of Munich] [KruscheS, Technical University of Munich]",DE,True
1948,10.1109/VL-HCC57772.2023.00018,"[WangT, Virginia Tech] [DíazDV, Virginia Tech] [BrownC, Virginia Tech] [ChenY, Virginia Tech]",US,True
1949,10.1109/FIE58773.2023.10342985,"[HingleA, George Mason University] [KatzA, Virginia Tech] [JohriA, George Mason University]",US,True
1950,10.1109/FIE58773.2023.10343474,"[LiuY, Gannon University]",US,True
1951,10.1109/WEEF-GEDC59520.2023.10343903,"[RodierC, University of Ottawa] [MillarJ, University of Ottawa] [DeisingerW, University of Ottawa; Ottawa University] [HodgsonSJ, University of Ottawa; School of Visual Arts]",CA;US,True
1952,10.1109/ACCESS.2024.3356584,"[MubinO, Western Sydney University] [AlnajjarF, United Arab Emirates University] [TrabelsiZ, United Arab Emirates University] [AliL, United Arab Emirates University] [ParambilMMA, United Arab Emirates University] [ZouZ, Western Sydney University]",AU;AE,True
1953,10.1109/EDUNINE60625.2024.10500580,"[SlompEM, Universidade Federal de Santa Catarina] [RopelatoD, Universidade Federal de Santa Catarina] [BonattiC, Universidade Federal de Santa Catarina] [SilvaMDd, Universidade Federal de Santa Catarina]",BR,True
1954,10.1109/exp.at2358782.2023.10545839,"[OliveiraPM, INESC TEC; University of Trás-os-Montes and Alto Douro]",PT,True
1955,10.1145/3639474.3640076,"[XueYZ, Vanderbilt University] [ChenH, Vanderbilt University] [BaiGR, Vanderbilt University] [TairasR, Vanderbilt University] [HuangY, Vanderbilt University]",US,True
1956,10.1145/3639474.3640068,"[PanWH, Monash University Malaysia] [ChokMJ, Monash University Malaysia] [WongJLS, Monash University Malaysia] [ShinY, Monash University Malaysia] [PoonYS, Monash University Malaysia] [YangZ, Singapore Management University] [ChongCY, Monash University Malaysia] [LoD, Singapore Management University] [LimMK, Monash University Malaysia]",MY;SG,True
1957,10.1109/MIPRO60963.2024.10569779,"[SantosP, Universitat Pompeu Fabra] [UrgelK, Universitat Pompeu Fabra] [MorenoV, Universitat Pompeu Fabra]",ES,True
1958,10.1109/EDUCON60312.2024.10578716,"[KloosCD, Universidad Carlos III de Madrid] [Alario‐HoyosC, Universidad Carlos III de Madrid] [AyresIE, Universidad Carlos III de Madrid] [CallejoP, Universidad Carlos III de Madrid] [Hombrados-HerreraMÁ, Universidad Carlos III de Madrid] [Muñoz‐MerinoPJ, Universidad Carlos III de Madrid] [Moreno-MarcosPM, Universidad Carlos III de Madrid] [Muñoz-OrganeroM, Universidad Carlos III de Madrid] [IbáñezMB, Universidad Carlos III de Madrid]",ES,True
1959,10.1109/EDUCON60312.2024.10578718,"[KerekiIFd, Universidad ORT Uruguay] [GarridoI, Universidad ORT Uruguay]",UY,True
1960,10.1109/EDUCON60312.2024.10578789,"[BalartT, Texas A&M University] [ShryockK, Texas A&M University]",US,True
1961,10.1109/EDUCON60312.2024.10578870,"[Camacho-ZúñigaC, Institute for the Future; Tecnológico de Monterrey] [Rodea-SánchezMA, Tecnológico de Monterrey] [LopezOO, Tecnológico de Monterrey] [ZavalaG, Institute for the Future; Tecnológico de Monterrey]",US;MX,True
1962,10.1109/EDUCON60312.2024.10578895,"[PesterA, British University in Egypt] [TammaaA, British University in Egypt] [GütlC, Graz University of Technology] [SteinmaurerA, Graz University of Technology] [El-SeoudSA, British University in Egypt]",EG;AT,True
1963,10.1109/CSTE62025.2024.00033,"[WangB, Northwestern Polytechnical University] [LiSW, Northwestern Polytechnical University] [DongY, Guizhou University] [ZhangH, Northwestern Polytechnical University]",CN,True
1964,10.1109/CSCI62032.2023.00268,"[WangKI, University of British Columbia; University of British Columbia, Okanagan Campus] [AkinsS, University of British Columbia; University of British Columbia, Okanagan Campus] [MohammedA, University of British Columbia; University of British Columbia, Okanagan Campus] [LawrenceR, University of British Columbia; University of British Columbia, Okanagan Campus]",CA,True
1965,10.1109/URC62276.2024.10604578,"[ShahriHA, Ajman University] [EmadM, Ajman University] [IbrahimN, Ajman University] [RaisRNB, Ajman University] [Al-FayoumiY, Ajman University]",AE,True
1966,10.1109/ACCESS.2024.3443621,"[PirzadoFA, Tecnológico de Monterrey] [AhmedA, University of Electronic Science and Technology of China] [Mendoza-UrdialesRA, Tecnológico de Monterrey] [Terashima‐MarínH, Tecnológico de Monterrey]",MX;CN,True
1967,10.1109/TLT.2024.3450210,"[VillagránI, Pontificia Universidad Católica de Chile] [HernándezR, Pontificia Universidad Católica de Chile] [SchuitG, Pontificia Universidad Católica de Chile] [NeyemA, Pontificia Universidad Católica de Chile] [Fuentes‐CimmaJ, Pontificia Universidad Católica de Chile] [MirandaC, Johns Hopkins University] [HilligerI, Pontificia Universidad Católica de Chile] [EspinozaVD, Pontificia Universidad Católica de Chile] [EscalonaG, Pontificia Universidad Católica de Chile] [VarasJ, Pontificia Universidad Católica de Chile]",CL;US,True
1968,10.1109/EEITE61750.2024.10654427,"[ΝικολακόπουλοςΑ, INTRASOFT International (Luxembourg)] [EvangelatosS, INTRASOFT International (Luxembourg)] [VeroniE, INTRASOFT International (Luxembourg)] [ChasapasK, INTRASOFT International (Luxembourg)] [GousetisN, INTRASOFT International (Luxembourg)] [ΑποστολάραςΑ, University of Thessaly] [NikolopoulosCD, Hellenic Mediterranean University] [KorakisT, University of Thessaly]",LU;GR,True
1969,10.1109/EEITE61750.2024.10654438,"[BaboL, Polytechnic Institute of Porto] [MendonçaJ, Polytechnic Institute of Porto] [QueirósR, INESC TEC; Polytechnic Institute of Porto] [PintoCMA, Polytechnic Institute of Porto] [CruzM, Polytechnic Institute of Porto] [MascarenhasD, Polytechnic Institute of Porto]",PT,True
1970,10.1109/CSEET62301.2024.10663042,"[DattaS, University of Houston - Clear Lake]",US,True
1971,10.1109/ISEC61299.2024.10664676,[ShoufanH],,True
1972,10.1109/ISEC61299.2024.10665172,"[KaleemunnisaF, Pace University] [ScharffC, Pace University] [BathulaKM, Pace University] [ZhumakovaB, Pace University]",US,True
1973,10.1109/ISEC61299.2024.10665280,"[FortinoA, New York University] [YangZ, New York University]",US,True
1974,10.1109/UBMK63289.2024.10773596,[GeredeÇE],,True
1975,10.1109/ICE3IS62977.2024.10775373,"[SuniAF, State University of Semarang] [UtomoAB, State University of Semarang] [FathoniK, State University of Semarang] [MahendraB, State University of Semarang] [SeinsianiIG, State University of Semarang] [HastawanAF, State University of Semarang]",ID,True
1976,10.1109/ACCESS.2024.3524102,"[BanerjeeP, West Virginia University] [SrivastavaAK, West Virginia University] [AdjerohD, West Virginia University] [ReddyR, West Virginia University] [KarimianN, West Virginia University]",US,True
1977,10.1109/TALE62452.2024.10834380,"[ItoY, Naruto University of Education] [WatanabeT, Tokushima Municipal High School] [SasakiY, Hiroshima Minami High School]",JP,True
1978,10.1109/ITHET61869.2024.10837601,"[JahaniM, University of York] [BaruahB, University of York] [WardAE, University of York]",GB,True
1979,10.1109/ITHET61869.2024.10837633,"[GilletD, École Polytechnique Fédérale de Lausanne] [NotariM, Pädagogische Hochschule Bern] [SpacnlchauerB, École Polytechnique Fédérale de Lausanne] [ReidyT, École Polytechnique Fédérale de Lausanne]",CH,True
1980,10.1109/WSC63780.2024.10838805,"[LeathrumJF, Old Dominion University] [ShenY, Old Dominion University] [SosonkinaM, Old Dominion University]",US,True
1981,10.1109/ACCESS.2025.3541424,"[ArizaJÁ, Corporación Universitaria Minuto de Dios] [RestrepoMB, Universidad de Los Andes] [HérnandezCH, Universidad de Los Andes]",CO,True
1982,10.1109/FIE61694.2024.10892956,"[HammondE, University at Buffalo, State University of New York] [FaberC, University at Buffalo, State University of New York]",US,True
1983,10.1109/FIE61694.2024.10893211,"[RachhaA, Virginia Tech] [SeyamM, Virginia Tech]",US,True
1984,10.1109/FIE61694.2024.10893333,"[TüzmenA, Arizona State University]",US,True
1985,10.1109/FIE61694.2024.10893388,"[MackayS, University at Buffalo, State University of New York] [EiseltK, University of California, Davis] [DeckerA, University at Buffalo, State University of New York]",US,True
1986,10.1109/FIE61694.2024.10893425,"[TanvirSH, Florida Department of Education; University of Florida] [KimGJ, Florida Department of Education; University of Florida]",US,True
1987,10.1109/ICEED62316.2024.10923772,"[BrowningJW, Queen's University Belfast] [BustardJ, Queen's University Belfast] [AndersonN, Queen's University Belfast] [GalwayL, Queen's University Belfast]",GB,True
1988,10.1109/ACCESS.2025.3554627,"[AmosJP, Elizade University] [AmoduOA, Serdang Hospital; Elizade University] [MahmoodRAR, Universiti Putra Malaysia; Serdang Hospital] [AbdulQudusAB, Elizade University] [ZakariaAF, National University of Malaysia] [IyandaAR, Obafemi Awolowo University] [BukarUA, Taraba State University] [HanapiZM, Universiti Putra Malaysia; Serdang Hospital]",NG;MY,True
1989,10.1109/CSICC65765.2025.10967440,"[TavasoliR, University of South Carolina] [VarastehNezhadA, University of Tehran] [MasumiM, Sharif University of Technology] [TaghiyarehF, University of Tehran]",US;IR,True
1990,10.1109/EDUNINE62377.2025.10981412,"[GiorgioAd, Engineering (Italy)] [MatroneG, Engineering (Italy)] [MaffeiA, KTH Royal Institute of Technology]",IT;SE,True
1991,10.1109/WiDS-PSU64963.2025.00028,"[AbdelsattarA, Prince Sultan University] [AbowardahE, Prince Sultan University] [AbdelalimM, Prince Sultan University] [LabibW, Prince Sultan University]",SA,True
1992,10.1109/ACCESS.2025.3573575,"[SkalkaJ, Constantine the Philosopher University in Nitra] [Przybyła‐KasperekM, University of Silesia in Katowice] [Smyrnova‐TrybulskaE, Academy of Fine Arts in Katowice; University of Silesia in Katowice] [KlimešC, Mendel University in Brno] [FaranaR, Mendel University in Brno] [DagienV, Vilnius University] [DolgopolovasV, Vilnius University]",SK;PL;CZ;LT,True
1993,10.1109/EDUCON62633.2025.11016322,"[DoorsamyW, University of Leeds] [PadayacheeK, University of the Witwatersrand] [CornellAS, University of Johannesburg]",GB;ZA,True
1994,10.1109/EDUCON62633.2025.11016366,"[MohammedC, University of the West Indies] [SarjusinghW, University of the West Indies] [RockeS, University of the West Indies]",TT,True
1995,10.1109/EDUCON62633.2025.11016382,"[ChenY, Queen Mary University of London] [ChaiKK, Queen Mary University of London] [LooJ, Queen Mary University of London] [MoosaeiR, Queen Mary University of London] [ObstfeldJ, Kings Health Partners]",GB,True
1996,10.1109/EDUCON62633.2025.11016417,"[RachmatA, Victoria University of Wellington] [WattersonC, Victoria University of Wellington] [LundqvistK, Victoria University of Wellington]",NZ,True
1997,10.1109/EDUCON62633.2025.11016450,"[BenkhelifaF, Queen Mary University of London] [LakhaniF, Queen Mary University of London] [JendoubiT, University College London] [PaltalidisN, Queen Mary University of London] [WijeratneV, Queen Mary University of London]",GB,True
1998,10.1109/EDUCON62633.2025.11016458,"[ZhangJ, University College Dublin] [BeekAv, University College Dublin]",IE,True
1999,10.1109/EDUCON62633.2025.11016463,"[BhattV, California State University, San Bernardino] [YuZ, University of Toronto] [HouY, California State University, San Bernardino] [JinJ, California State University, San Bernardino]",US;CA,True
2000,10.1109/EDUCON62633.2025.11016479,"[QadirJ, Qatar University]",QA,True
2001,10.1109/EDUCON62633.2025.11016495,[BrievenG] [MalcevL] [DonnetB],,True
2002,10.1109/EDUCON62633.2025.11016497,"[VilarGPi, College of Charleston] [RashidP, College of Charleston] [TonekaboniNH, College of Charleston]",US,True
2003,10.1109/EDUCON62633.2025.11016499,"[BecerraÁ, Universidad Autónoma de Madrid] [CobosR, Universidad Autónoma de Madrid]",ES,True
2004,10.1109/EDUCON62633.2025.11016516,"[PruskiC, Luxembourg Institute of Science and Technology] [GallaisM, Luxembourg Institute of Science and Technology] [SilveiraMD, Luxembourg Institute of Science and Technology]",LU,True
2005,10.1109/EDUCON62633.2025.11016518,"[DewanU, George Mason University] [HingleA, George Mason University] [McDonaldN, George Mason University] [JohriA, George Mason University]",US,True
2006,10.1109/EDUCON62633.2025.11016545,"[MohammedC, University of the West Indies] [RockeS, University of the West Indies]",TT,True
